ID,SMILES,LogP
323,N1C2=C(N(C=N2)CCOC=C)C(N(C)C1=O)=N,0.544
324,FC(F)S(=O)(=O)NC=1C=CC=CC=1,3.567
325,C1OCOCO1,1.262
326,C=1C=CC=C(C=1C(=O)NC=2C(=CC(Cl)=CC=2)Cl)O,6.917
327,CC=1C(C2=CC=CC=C2C(C=1OC)=O)=O,3.733
328,O=C1N2CCCCC2=NC=C1,1.332
329,C1(=CC=C(C=C1OC)C=O)O,2.692
330,O(CC)C1=CC=CC(O)=C1,3.269
331,O=C(O)C1=CC=C(C=C1)Cl,4.225
332,FC(F)(F)C1=CNC(=NC=2C([N+]([O-])=O)=CC(=CC=2Cl)[N+](=O)[O-])C(Cl)=C1.CC(C)OC(C(N)CC3=CC=C(C(=C3)O)O)=O,5.562
333,ClC(Cl)(Cl)C1=NC(=N)N=C(C)N1,3.31
334,CN(C)C=1C(=C(N(C)C)C=C(C=1)CC2=CNC(=N)NC2=N)C,2.939
335,C1(=CC=CC=C1)C2(C(NC(=O)N2)=O)C=3C=CC(O)=CC=3,3.018
336,C1CN(CCC1=O)N=O,0.814
337,OC(CC1=CC=C(CC)C=C1)=O,3.6
338,C1CC(CCC1NC(N(CCCl)N=O)=O)OC(=O)C=2CC=CN(C)C=2,3.922
339,C1(N2N(C=3C=CC(=CC=3)O)C(C(C2=O)CCCC)=O)=CC=CC=C1,3.471
340,C(C(CO)O)NC(=O)C=1C(=C(C(=C(C=1I)C(=O)N(CC(O)CO)C)I)NC(=O)COC)I,-6.092
341,C1(C)=CN(C(=O)NC1=S)C2CCC(CO)O2,2.275
342,C1=C(C=CC(OC2=CC=CC=C2)=C1)Cl,5.526
343,CC(C)C(C(O)=O)NC(C(CC1=CC=CC=C1)N)=O,2.412
344,C=1(C=C(Cl)C(Cl)=C(C=1Cl)C=2C(=C(C=C(Cl)C=2Cl)Cl)Cl)Cl,7.86
345,CC(C)CC(=O)NC=1C=C(Cl)r(=CC=1)Cl,6.896
346,OCC1C(C(C(NC(=O)N(N=O)C)C(O)O1)O)O,-0.064
347,P(=O)(OC1=CC(Cl)=C(Cl)C=C1Cl)(OC)NCCC,4.735
348,C=1C(=CC(Cl)=C(OC2=CC(Cl)=C(Cl)C=C2Cl)C=1Cl)Cl.C3(C4=CC=CC=C4NC(=N)N3)=O,8.712
349,FC(F)(F)C1=CC=C2C(N=C(N(N)CCC#N)O2)=C1,3.405
350,C=1C=CC(=CC=1)C=O,2.766
351,N(NC(C1=CC=CC(Br)=C1)=O)C=C2C(=CNC(=C)C2=O)CO,5.23
352,C1CC1CN2C3=CC=C(C=C3C(=NCC2=O)C=4C=CC=CC=4)Cl,5.15
353,CC(C)CC(C(NC(C(CC)C)C(NC(CCC(=O)O)C(=O)N)=O)=O)NC(C)=O,1.359
354,O=C(NC=1C=CC=CC=1)N,2.343
355,C1CN(CCO1)CCNC(C=C)=O,0.511
356,c1cc(ccc1)Nc2c(C(=O)O)cccc2,3.709
357,CC(N(C1=C(C(NC(=O)C)=C(I)C(=C1I)C(NC2C(C(C(OC2O)CO)O)O)=O)I)C)=O,-4.033
358,N1=C(C(N(NC)C(=N1)C)=O)C2=CC(=CC=C2)OCC,3.369
359,C1(=CC=C(C=C1OCC)C=O)O,3.236
360,N(C#N)=NC1=CC=CC=C1,3.875
361,C(=[N-])=N[N+](=O)C=1N=CC=CC=1,1.839
362,C1=NC=CC(C(=O)C2=CC=CC=C2O)=C1,3.381
363,O=S(=O)(C=1C=C(C=CC=1)C=2NC(NC(N=2)=N)=N)C,2.046
364,C1(=CC(Cl)=CC(=C1)C=2C(=C(C=C(C=2Cl)Cl)Cl)Cl)Cl,8.758
365,C=1N=C(Br)N=CC=1,2.132
366,C1=CC(=CC=C1N(C)C(=O)C)O,2.077
367,CC=1(C)C=CC=CC=1C2(C(=O)N(C(N2)=O)C)C=3C=CC=CC=3,5.269
368,C1=C2C(=CC=C1)SN(C3=CC=C(C(C(N)=O)CC)C=C3)C2=O,3.503
369,N1C(=N)NC(C(CC2=CC(OC)=C(C(=C2)OC)OCC)=C1)=N,2.621
370,C1=C(OC(C=CC#N)=C1)[N+]([O-])=O,2.963
371,C123C(CCC1C4C(C(OC2O)C3)C5(CCC(C=C5CC4)=O)C)C(=O)CO,2.752
372,CC(C)C=1C=C(C=C(C(C)C)C=1)C2C(=O)C=3C(=CC=CC=3)C2=O,8.836
373,NC(C)C(=O)O,-1.82
374,C1=C(CCC(C(C)=C)C1)C=O,4.003
375,C1CN(CCN1CCCC(C=2C=CC(F)=CC=2)O)C3=CC=CC=C3OC,5.029
376,CC(C)C(C(NC(C(O)=O)CC(C)C)=O)NC(=O)C(N)CC(C)C,-1.337
377,C(C)CCNC1=CC=C(C=C1)C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)=O,2.172
378,CCOC(=O)C(C(OCC)=O)=CC=1C(=CC=CC=1)Cl,4.805
379,C1CN2CCC1CC2,3.233
380,ClC1=C(C=CC2=C1OC3=CC(Cl)=C(Cl)C=C23)Cl,7.268
381,CN(C)CCN1CCN(C2=CC(=CC=C2)OC)C1=O,3.366
382,CC(CC1=C(OC)C=C(C(=C1)OC)Br)N,4.134
383,CC(C)c1cc2c(c(OC)cc1)c(cc2S(=O)(=O)O)C,-4.877
384,CC(C)(C)NC(=O)C1C2(C)C(CC1)C3C(C4(C=CC(=O)NC4CC3)C)CC2,4.557
385,N(C1=CC=CC(=C1)Cl)C(=O)NC,3.227
386,C12C3=CC=CC=C3C(CC1)C2NC,3.972
387,CN(C)N=NC=1C=CC=C(SC)C=1,3.537
388,C=1C=C(C)C=CC=1OC,3.256
389,N1C(=N)NC(C(CC2=CC(OC)=C(Br)C(OC)=C2)=C1)=N,3.434
390,CC1N(CN2C1=NC=3C(=CC=CC=3)C2=O)C=4C=CC=CC=4,3.478
391,C1CN(C(C[N+]([O-])=O)=NC1)CC=2C=NC(Cl)=CC=2,0.532
392,FC(F)(OC1=C(C=C(C=C1Cl)NC(=O)NC(C2=C(C=CC=C2F)F)=O)Cl)C(F)F,7.099
393,C=1C=CC=C(COC(=O)CSC=2SN=C(C=2C#N)SCC(OCC=3C=CC=CC=3)=O)C=1,7.039
394,C(CCCCCC)CCCCCC1=CC=C(C=C1)O,11.271
395,C1(=NN=C(C)S1)SCC2=CC=CC=C2,4.074
396,OCCCCN=C1C(C#N)=CC(C2=CC=NC=C2)=CN1,3.901
397,O=S(=O)(N)C1=CC=C(C=C1NC(C(CC)CC)=O)Cl,4.095
398,CC(C)c1ccc(c2c(c1)c(S(=O)(=O)O)cc2CC)OC,-0.539
399,N(=CC1=CC=CC=C1O)N=C2C=CC=CN2,4.709
400,CN(C)C1C(C(OC2C(C(C(C)C(OC(CC)C(O)(C(C(C(C(CC2(C)O)C)=O)C)O)C)=O)OC3OC(C(C(OC)(C)C3)OC=O)C)C)OC(C)C1)O,2.447
401,O=S1(=O)N=C(C)NC2=CC=C(S(=O)(=O)N(C)C)C=C12,2.403
402,C=1C=CC=2C(C)=CC=C(C)C=2C=1C,5.479
403,O(CCCCC)C(=O)N,2.757
404,C=1N=CC(=CC=1)CCCC(N)=O,1.315
405,C1=2C(CCC3C1C(CC4(C)C(C#C)(O)C(CC34)F)CC)=CC(=CC=2)O,5.688
406,CC(C)CC(OC1C(C)OC(OC2C(C(C(OC2C)OC3C(OC)C(CC(=O)OC(CC4C(=CCC(=O)C(CC3CC=O)C)O4)C)OC(C)=O)O)N(C)C)CC1(C)O)=O,-0.979
407,C1=CC(C)C(C2C1=CCCC2OC(=O)C(CC)C)CCC3OC(=O)CC(O)C3,5.004
408,CC(C(OCC1=CC=CC=C1)=O)=C,4.137
409,C=1NC(=NC)C=2C=CSC=2N=1,3.589
410,CCN(CC)CC(NCC=1C=CC=CC=1)=O,3.761
411,FC(F)(F)C(F)(F)F,4.283
412,CN(C)C(=O)CC1=CSC=C1,2.752
413,CC1(C)N(C(=NC(N)=N1)N)C=2C=CC(F)=CC=2,0.283
414,FC(F)(F)C1=CC=C(C(NC(=O)C)=C1)F,3.223
415,C1=CC=C(C(C(O)(C2=CN=CN=C2)C=3C=CC(=CC=3)F)=C1)Cl,5.28
416,CC(C)OC1=NC(C(CC)(C=2C=CC=CC=2)C(N1)=O)=O,3.456
417,C1=CC=CC=2C3=C4C(C=CC5=C4C(C1=2)=CC=C5)=CC=6C3=CC=CC=6,11.077
418,C=1(C(CC)=CC=CC=1C)NC(=O)C.C=2C=C(C=O)C=C(C=2O)O,3.857
419,FC(F)C1=CC(=NC2=C(C(N3CCSCC3)=O)C=NN12)C4=CC=C(C=C4)C,6.059
420,O=[N+](C1=C(I)N=CN1C)[O-],2.67
421,O=S(=O)(C)C=1C=CC(=CC=1)Cl,2.371
422,C1(NC(NC(=O)C1(CC=C)C(C)CCC)=O)=O,3.547
423,CC(C)C(C(NC(C(O)=O)CC(C)C)=O)NC(=O)C(N)CC(C)C,1.762
424,CC(C)(O)C1=CC=C(CC2=CNC(NC2=N)=N)C=C1OC,3.096
425,FC(F)(F)C=1N2C(=CC(C(N3CC(C)OC(C3)C)=O)=N2)N=C(C4=CN(N=C4C)C)C=1,5.19
426,CCN(CC)CC1=CC=C(C(=O)NC=2C(C)=CC=CC=2)C=C1,4.859
427,CN(C)C1C(C(OC2C(C)C(OC3CC(O)(C)C(C(O3)C)O)C(C(OC(CC)C(O)(C(C(C(C(CC2(C)O)C)=O)C)O)C)=O)C)OC(C)C1)O,0.971
428,S(C1=NN=C(C)C(=O)N1N)C,1.372
429,C=1(C([N+]([O-])=O)=CC(C)=CC=1C)NC(=O)C,2.5
430,[N+]([O-])(=O)C1=CC=C(C=C[N+](=O)[O-])C=C1,3.385
431,O=C(O)C1=CC=C(C([N+]([O-])=O)=C1)O,3.263
432,O=C1N(CC2=C(C=C(F)C=C2F)F)C3=CC=CC=C3C(NC1)(C(C(O)=O)OC4=NC(=CC(C)=N4)C)C5=CC=CC(C6=CC=CC=C6)=C5,1.46
433,ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,5.759
434,ClC=1C(=CC(OC2=CC=C(Cl)C(Cl)=C2Cl)=CC=1)Cl,7.842
435,C=1C=C(C(CC(C)N)=CC=1OC)OC,2.729
436,FC(F)(F)C(Cl)=CC1C(C1(C)C)C(=O)OC(C#N)C2=CC=CC(OC3=CC=CC=C3)=C2,6.884
437,FC(F)(F)C=1C=C([N+](=O)[O-])C(=CC=1)OC=2C=CC(=CC=2)[N+](=O)[O-],5.267
438,C=1C=C(CCCCCC)C=CC=1N,5.357
439,O=S(=O)(C1=CC=C(Cl)C=C1)NC,2.912
440,C(C)CN(CCC)C(=O)COC(=O)C=1C=CC=CC=1,4.207
441,C1CN(CCC1)C,2.866
442,C1C2CC3(CC(CC1(N)C3)C2)CC,4.928
443,C1=C(Cl)C(Cl)=CC=C1C(=O)OCCCN2CCCCC2C,5.844
444,CCC)C(CC1=CC=CC=C1)N,5.504
445,C1(=CC=CC(=C1C(=O)O)Cl)C,3.401
446,CC1(C)C(OC2OC(C(C(C2OC3OC(C(O)=O)C(O)C(O)C3O)O)O)C(O)=O)CCC4(C5C(C6(C)CCC7(CCC(C)(C(=O)O)CC7=C6CC5=O)C)(CCC14)C)C,2.677
447,N1C(=O)C(C(C1=O)=O)C=2C=CC=CC=2,3.823
448,OCCN(N=NC=1C=CC(=CC=1)C(=O)N)C,1.921
449,CC(C)(C)C1=CC=C(NC(N(C)C)=O)C=C1,2.266
450,ClC1=C(Cl)C(=C(C2=CC(=CC=C2)Cl)C(ClC)=C1Cl)Cl,9.951
451,O=P(SCC)(OCC)N,1.81
452,C1(=CC=CC=C1)C2(CN(CCO2)C)OCC=C,3.654
453,c1cc(ccc1)N=C2C(C(=O)c3ccccc3C2=O)S(=O)(=O)O,2.406
454,O=S(=O)(C1=NN2C(=NC=3C=CC(=CC=3)Cl)SN=C2S1)N,5.167
455,C1=CC=NC(C=2C=CC=CC=2)=C1,4.182
456,NC(CCC(=O)O)C=C,-1.352
457,C1CCC(C)N2C1=NC=C(C(=O)OCC)C2=O,2.057
458,C(C)N(CC)C=NC=1C=CN(C2OC(C(O)C2)CO)C(=O)N=1,0.94
459,N1(C=2N=CNC(=N)C=2N=C1SCC3=CC=CC=C3)C4C(C5C(COP(=O)(O5)OCC6=CC=CC=C6)O4)O,3.906
460,O(COCC)NC=NC1=CC(Cl)=C(OCC#C)C(Cl)=C1,5.231
461,O=[N+]([O-])C1=CC(=CC=N1)C(NN)=O,0.899
462,C1(C)=CC=C2OC(=NC2=C1)N(CCC#N)N,2.168
463,C(CCCCCCCCCCCC(=O)OC)=CCCCCCCCC,8.946
464,O=S(=O)(NCCOCCC=1C=CC(=CC=1)C)CCCNCCC=2C3=C(NC(=O)S3)C(O)=CC=2,3.252
465,C=1C=CC=C(OC2C(N(CC3=CC=C4C(OCO4)=C3)C2=O)C=5C=C6OCOC6=CC=5)C=1C,6.067
466,C1=CC=CC(=C1)N(C=2C=CC=CC=2)C(=O)N(C)C,4.357
467,C1(=CC=CC=N1)C=C,2.984
468,O=C(O)CCC(OCC(=O)C1(C2(CC(C3C(CCC=4C3(CCC(=O)C=4)C)C2CC1)O)C)O)=O,4.135
469,CC(C)NNC(=O)C(C)(C)OC=1C=CC=CC=1,3.881
470,C(CCCCC)NC(=O)C=CC1=CC=C(C(=C1)O)O,5.168
471,CCCNC(C1=CC2=C(N1)C=CC=C2)=O,3.763
472,C=1C=C(C(OCC(=O)NCCNC(=O)COC2=CC=CC=C2C)=CC=1)C,5.802
473,C1CC(CCN1CCNC(=O)C=2C=CC(F)=CC=2)(C3=CC=C(C=C3)Cl)O,3.551
474,O=C(O)C=1N2C(C(NC(C(OC(C)=O)C=3C=CC=CC=3)=O)C2=O)SCC=1C,2.63
475,C1COCCN1C=NC2=NC(=O)N(C3CCC(CO)O3)C=C2,0.482
476,CC(C)(C)C(=O)OCOC(=O)C(NC(=O)C1N(CSC1(C)C)S(=O)(=O)C=2C=NN(C)C=2)CC3=CC=C(C=C3)OC(=O)N(C)C,3.338
477,C1CCCCC(CCCCCC1)=O,5.81
478,CC(C)(C)C1=C(OC)C=C(CC(C)N)C(=C1)OC,5.534
479,O(C)C1=CC=C(C)C(OC)=C1,4.138
480,C1=CNC(C(N1)[N+](=O)[O-])=NCC(=O)CO,1.408
481,C1=CC=CN=C1,2.219
482,C1(=N)C=CC=2N=C3C(C)=CC=CN3C=2N1,3.921
483,O(C(=O)NC(C(O)C=1C=CC=CC=1)=O)C,2.906
484,CC1(C)C(N2C(C(NC(=O)CCOC3=CC=CC=C3)C2=O)S1)C(O)=O,3.734
485,FC(F)(F)C(C=CC1=CC=CC=C1Cl)=O,4.911
486,N=C1NC(=N)N=C(C=2C(=CC=C(Br)C=2)Cl)N1,3.079
487,O=S1(=O)C=2C(NC(CCCCC)=N1)=CC(Cl)=C(S(=O)(=O)N)C=2,3.45
488,N=1O[N+](=C(C(OC)=O)C=1C)[O-],2.156
489,N1C(=O)C=NC(C=2C1=CC=C(Br)C=2)C=3C=CC=CC=3,4.162
490,C(CO)(O)CN(C)C(C=1C(=C(C(I)=C(C(N(C)CC(CO)O)=O)C=1I)NC(C)=O)I)=O,-2.322
491,c1cc(ccc1N(CCCl)CCCl)CCCC(O)=O,-2.229
492,C=1C=2C(C=CC=1)=NN(N=2)CCCCO,2.741
493,O=S(=O)(CC(OC(C)C)=O)C=1C=CC(Cl)=CC=1,3.771
494,C1=C(C)C(NC(N1)=O)=O,0.876
495,CCN(CC)C(C1C2C(O)C3OC(=O)C1C3C2)=O,1.165
496,O(C=1C=2CCN(C(=O)C=2C=CC=1)CC3=CC=C(C=C3)Cl)CC(N4C(CCCC4)CC)=O,6.717
497,CCN(CC)C(=O)OCCCC=1C=NC=CC=1,3.763
498,C=1C=CC=CC=1SP(=S)(CC)OCC,5.393
499,CN(C)C(CC1=CC=CO1)=O,-0.318
500,C=1C=C(C(=O)OCCCC)C(=CC=1)O,5.943
501,O=S(=O)(C1=CC(OC)=C(C(OC)=C1)OC)CCO,1.871
502,C1CN(CCO1)C(CC(C(=O)NC(CC=2N=CNC=2)C(=O)NC(C(=O)C3CN(C(=O)O3)CC)CC4CCCCC4)CC=5C=CC=CC=5)O,5.682
503,O(C1=CC=CC(N)=C1)C,2.47
504,O=S(=O)(C1=CC=C(C=C1)NC(=O)CC=2C=CC(F)=CC=2)N(C)CC=3C=CC=CC=3,6.324
505,C1(=CC=C(C=CC(C)=O)C=C1)OCC,4.6
506,ONC(C)=O,0.504
507,CC(C)C(NC(C=1C(C=2C(=NC(C)=CC=2)N(C=1)CC)=O)=O)C(OC)=O,5.153
508,CC(C)(C)C(COC=1C=CC(C2=CC=CC=C2)=CC=1)OC(N3C=NC=C3)=O,6.335
509,C1C2(CC3(CC(CC1C3)(CC)C2)N)CC,5.476
510,C1=2C=CC=CC1=CC(=CN=2)[N+]([O-])=O,3.18
511,FC(F)(F)C(C)(C)O,2.774
512,C(C1=CC=CC=C1)C(C)O,3.412
513,CC(C1=CC=CC(C)=C1)=O,3.324
514,C1=C(C2=C(C(=C1)Cl)C=CC=N2)O,4.242
515,O=C1NC(C(=O)N1C=2C=CC=CC=2)=O,1.631
516,C=1C=CC=CC=1N(C(=O)COC=2SC=3C(=CC=CC=3)N=2)C,4.531
517,N(N=O)(CC=1C=CC=C(OC)C=1)C,2.618
518,FC(F)(F)C1=CC(C2=CN(C=C(C2=O)C3=CC=CC=C3)C)=CC=C1,4.903
519,CC(C)CC(NC(C(NC(C(N)C)=O)CC1=CC=C(C=C1)O)=O)C(O)=O,1.504
520,CC=NC(NC(C(C#N)NOC)=O)=O,2.005
521,O=S(=O)(NC(CCC(=O)NCCCC)C(=O)O)C1=CC=C(C=C1)C,1.543
522,C1=C(OC(C=CC2=NOC(N2)=N)=C1)[N+]([O-])=O,1.732
523,OCC1C(C(C(O)C(OC=2C(=CC=CC=2)N)O1)O)O,0.692
524,CC(C)C=1C=CC(C(=O)O)=CC=1,5.169
525,O=C(O)C1=CC=C(C=C1)NC(=O)N,2.44
526,C(C1(C(N(C)C(=O)NC1=O)=O)CC(Br)=C)C=C,2.425
527,OCC(CNC(=O)C=1C(=C(C(=C(C(NCC(O)CO)=O)C=1I)I)N(C(C)=O)CC(CO)O)I)O,-3.154
528,CC(C)C(NC(=O)C)C(=O)NC(C(=O)N)CCC(=O)N,-0.834
529,C1CN(CCO1)C=2N(N)C(=O)C(=NN=2)C(C)C,1.709
530,ClC1C(Cl)C(C(Cl)C(Cl)C1Cl)OC(C)=O,5.233
531,C(COC(C)=O)CN=C1C=CC(C2=CC=NC=C2)=CN1,4.093
532,C1CC(CCC1NC(N(CCCl)N=O)=O)OC(=O)C=2CC=CN(C)C=2,4.001
533,CC(C)CC(C(=O)NC(C(=O)O)CCSC)N,-0.077
534,FC(F)(F)C=1C=CC=C(N2CCN(CC2)CC3OC(NC3)=N)C=1,3.525
535,O=S(=O)(NC(C(=O)O)CCC(=O)NCCC)C1=CC=C(C=C1)C,1.689
536,CN(C)C(=O)OCCC=1C=CC=CC=1,4.304
537,O(C(=O)CNC(CNC(=O)CNC(CCCCSC1=NC=NC2=C1NC=N2)=O)=O)CC,1.504
538,ClC1=C(OC2=CC=C(Cl)C(Cl)=C2Cl)C(=C(Cl)C(Cl)=C1Cl)Cl,-14.142
539,N1C(=N)NC=C(C1=NCC2=C(I)C(OC)=C(OC)C(=C2)OC,5.31
540,O=[N+](C=CC1=CC=CC(O)=C1)[O-],3.512
541,C(CCSC#N)C,3.003
542,C(C)C(CC)NC=1C([N+]([O-])=O)=C(C(C)=CC=1[N+]([O-])=O)C,6.332
543,C=1C(Cl)=CC=C(C=1)CC2CCCC2(O)CN3N=CN=C3,4.39
544,O=S(=O)(C1=CC=2C(CCS(=O)(=O)C=2S1)O)N,1.425
545,C=12N=C(N(C(C=1C=3CCCC=3S2)=O)CC=4C=CC=CC=4)SCC(=O)C=5C(=O)N(C(=O)N(C)C=5N)C,5.368
546,S1C=CC=C1C2C(=C(N=C(SCC(=O)C3=CC=C(Cl)C=C3Cl)C2C#N)C)C(=O)C,5.972
547,CC=1N=C2N(C=C(C(=O)C2=CC=1)C(NC(C(OC)=O)C)=O)CC,3.761
548,N=C1NC(=N)C=2N=CN(C3CC(C(O3)CO)F)C=2N1,1.347
549,O=S(=O)(CCNCCC1=C2C(=C(O)C=C1)NC(=O)S2)CCCOCCC3=CC=C(C=C3)O,3.752
550,C1(C)=CC(NC=N1)=N,1.655
551,FC1=C(CN2C(=O)CNC(C(OC=3C=C(C)C=C(C)C=3)C(=O)O)(C4=CC=CC=C4)C5=CC=CC=C25)C(=CC(F)=C1)F,2.242
552,FC(F)(F)c1cc(ccc1)Nc2ccccc2C(=O)O,4.799
553,C1N(C)C(=N[N+](=O)[O-])N(C1)CC=2C=NC(Cl)=CC=2,1.626
554,N1=C(CCN2C(C)=C(Br)C(C)=N2)N(CC)C(SCC(NCC=C)=O)=N1,6.004
555,CC(C)(C)N(C(=O)C1=CC=CC=C1Cl)NC(=O)C=2C(C)=CC=CC=2,4.478
556,C(#N)C(C#N)=CC1=CC=CC=C1,2.892
557,C=1(N2N(C)C(C)=C(I)C2=O)C=CC=CC=1,2.612
558,C1(OC2CC(O)C(C(C)O2)O)C(CC(OC1C)OC3CC4C(C)(C5C(CC4)C6(C(C(C=7CC(OC=7)=O)CC6)(CC5)C)O)CC3)O,5.524
559,C1=CC(OC)=CC=N1,1.956
560,C(C(C)OC1=CC=C(C=C1)OC=2N=C3C(=NC=2)C=C(C=C3)Cl)(=O)OCC,5.596
561,C(CC)CCCN,3.471
562,C1=C(C(OCC(N(CC(=O)N)C)=O)=O)C=CC=C1,1.675
563,C=1C=CC(=CC=1)N,2.753
564,CC(C)(C)(C1NCC(C(O)C1O)O)O,1.8
565,[N+]([O-])(=O)C1=CC=C(C(C(NC(CI)=O)CO)O)C=C1,2.052
566,C1CCCCN1CCOC(NC=2C=CC=C(OCCCCC)C=2)=O,7.037
567,C=1NC2=CC=CC=C2C(C=1)=O,1.946
568,CCCN(CCC)C(SCC=1C=CC=CC=1)=O,6.229
569,CN(C)C1C(C(OC2C(C)C(C(C)C(=O)OC(CC)C(C(O)C(C)C(C(CC2(O)C)C)N)(C)O)OC3OC(C)C(C(C)(C3)OC)O)OC(C)C1)O,-0.225
570,CC1(C)CC2=NC3=NC=NN3C(C=4C(=CC=C(Br)C=4)OCC)C2C(=O)C1,5.582
571,C1CC(N(CCC1)CC)=O,1.961
572,O=[N+](CCC)[O-],2.479
573,C=1(N=CN=C(Cl)C=1[N+]([O-])=O)Cl,3.899
574,C1(CC2(C(C3C1C=4C(CC3)=CC(=CC=4)O)CCC2O)C)OC,3.681
575,C=1C=2C(C=CC=1)=NN(N=2)CCCC(=O)N,2.4
576,CNC=1C=CC(C)=CC=1,3.397
577,C=1C=CC=NC=1F,1.781
578,C1=C(C(=CC(Cl)=C1)NC=2NCCN=2)C,2.83
579,FC(F)C1=NN(C(C(=O)N(CC=2C=NN(C=2C)C)C)C)C(C)=C1Br,4.495
580,CN(C)S(=O)(=O)C1=CC=C(N(C)C(=O)CCSC)C=C1,2.337
581,C12(C(CCC1C3CCC=4C(C3C(O)C2)(CCC(=O)C=4)C)(C(=O)COC(CCCCCO)=O)O)C,3.454
582,C1=CC2C=CC1C2OC(C3=CC=CC=C3)=O,4.967
583,CN(C)C1=CC=CC(OCC2OC(=NC2)N)=C1,2.988
584,CC(C)OC=1C(Br)=C(SC=1C(=O)N=C2NNN=N2)C,3.07
585,FC(F)(F)C(NC(C(C1=CC=C(C=C1)[N+](=O)[O-])O)CO)=O,2.025
586,C(=O)(N)C(NC(=O)C)CCC,1.033
587,C(Br)C(CBr)OC(=O)NC=1C=C(C(OCC)=CC=1)OCC,4.477
588,C1=CC(C(O)=CN1CCC)=O,1.197
589,CC1(C)OC2C(O)C(NC(=O)C)C(OC2CO1)OC=3C=4C=CC=CC=4C=CC=3,5.089
590,C1(N(C2C(OC(C)=O)C(C(O2)COC(C)=O)OC(=O)C)N=CC(=O)N1)=O,1.281
591,C1CN(CCN1CCCOC2=CC=C(C=C2)F)C3=CC=CC=C3OC,5.983
592,C1CC2(CCC1C(C)(C)O2)C,5.637
593,C1=CC=CC=C1OC=CC(=O)OCC,4.687
594,C1CC(CCC1)CC(C(=O)C2CN(C(=O)O2)CC)NC(C(NC(C(CC3=CC=CC=C3)CC(O)N(C)CCOC)=O)CC=4N=CNC=4)=O,6.496
595,CN(C)CCOC1=CC=C(CNC(=O)C=2C=C(OC)C(OC)=C(OC)C=2)C=C1,3.976
596,CC(C)CC(N)C(=O)NC(CCCCN)C(NC(C(O)=O)CC1=CC=CC=C1)=O,2.07
597,O=S(=O)(C1=CSC(=C1)S(=O)(=O)N)C2=CC=C(C=C2)O,2.602
598,C1COCCN1CC=2C=CC=C(C=2)C(OCN3N=CC4=C(N=CN=C34)O)=O,2.57
599,C1=C2C=CC=CC2=CC3=CC(CC)=CC=13,7.473
600,CC(C)(C)NCCO,1.684
601,N1C(=N)C=2C(NC1=N)=NC=C(C=2C)CC3=CC(=CC=C3OC)OC,2.646
602,C(C)CCC,5.88
603,C1(=C(C(=O)N(C1=O)COC(=O)C)C)C,1.951
604,CN(C)C=1C=CC(=CC=1)NC(C)=O,2.458
605,O=S(=O)(C1=CC=C(S(=O)(=O)N)C=C1N)CCCO,1.369
606,FC(F)(F)C=1C=C(C=CC=1)N2CCNCC2,3.786
607,O=S(=O)(CCOCCC=1C=CC=CC=1)NCCCNCCC2=C3C(=C(O)C=C2)NC(=O)S3,2.332
608,C=1(C(C)=CC=CC=1C)NC(CCN)=O,2.016
609,C=1C=C(C(CC)=CC=1)C(N)=O,2.999
610,CCN(CC)CCOC(=O)C=CC=1C=CC(OC)=CC=1,5.062
611,ClC(Cl)(Cl)C,3.884
612,O=S(=O)(CCCNCCC1=C2C(=C(O)C=C1)NC(=O)S2)CCSCCC3=CC=CC=C3,3.555
613,C(=CC=1C=CC=CC=1)C,4.466
614,C=1C=C(C(NC2=CC=CC=C2)=CC=1)[N+](=O)[O-],5.186
615,C(CCNC(=O)NO)C,1.988
616,ClCC(Cl)(Cl)CCl,3.939
617,C(C1(C2=CC=C(C=C2)C(N)=N)OCC(O1)CC)N3N=CN=C3,2.31
618,N=C1N=C(C=2N=CN(C=2N1)C3CCC(CO)O3)I,1.949
619,OC(=O)C(CCC(=O)N)N,-7.521
620,CC1(C)C(C1C(OC)=O)C=C(C(=O)OC)C,4.155
621,C1(=C(NC(Cl)=C(C1=N)Cl)C(O)=O)Cl,1.603
622,N(C1=C(C=CC=C1CC)C)C(C)=O,3.071
623,CC(C)(C)C1=CC=CC(=C1O)C(C)(C)C,5.818
624,N=C1NC(=N)C(=CN1)CC=2C=C(C(OCCC)=CC=2)OC,3.514
625,CC(C)C(=O)NCCNCC(O)COCC1=CC=CC=C1,2.551
626,N(C(=O)C(N)CC=1C=2C=CC=CC=2NC=1)C(CC3=CNC4=C3C=CC=C4)C(=O)O,0.97
627,C1=CC=2C(=CC=3C(=CC=4C(=CC=CC=4)C=3)C=2)C5=CC=CC=C15,8.306
628,C(C(CO)O)NC(=O)C=1C(=C(C(=C(C=1I)C(=O)N(CC(O)CO)C)I)NC(=O)COC)I,-5.508
629,C1CCCCN1N=O,2.118
630,O=S(=O)(N)C=1C(=CC=2NCNS(=O)(=O)C=2C=1)Cl,1.537
631,N=C1NC(=N)N=C(C=2C(=CC=C(Br)C=2)OC)N1,2.952
632,C1CN(CCN1CCCC(C=2C=CC(F)=CC=2)O)C3=CC=CC=C3OC,4.67
633,O=C(OCC)CC(C=CC=1C(C)=CC=CC=1)=O,4.304
